hagrid,kingdom,phylum,class,order_,family,genus,species,common_name,specimen_origin,sample_size,data_quality
233,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,mississippiensis,Mississippi kite,wild,tiny,acceptable
234,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Kaupifalco,monogrammicus,Lizard buzzard,wild,medium,acceptable
235,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Lophoictinia,isura,Square-tailed kite,wild,medium,acceptable
236,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,migrans,Black kite,unknown,medium,acceptable
237,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,milvus,Red kite,captivity,medium,acceptable
238,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Neophron,percnopterus,Egyptian vulture,captivity,medium,acceptable
239,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,unicinctus,Harris's hawk,captivity,large,acceptable
240,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pernis,apivorus,Western honey-buzzard,wild,medium,acceptable
241,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pithecophaga,jefferyi,Philippine eagle,captivity,small,acceptable
242,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,Snail kite,wild,tiny,acceptable
243,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Terathopius,ecaudatus,Bateleur,unknown,small,questionable
244,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,aura,Turkey vulture,unknown,medium,acceptable
245,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Black vulture,wild,medium,acceptable
246,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,californianus,California condor,wild,medium,acceptable
247,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,papa,King vulture,captivity,small,acceptable
248,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Vultur,gryphus,Andean condor,captivity,medium,acceptable
249,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,Osprey,wild,medium,acceptable
250,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,galericulata,Mandarin duck,wild,small,questionable
251,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,sponsa,Wood duck,wild,large,acceptable
252,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,aegyptiaca,Egyptian goose,captivity,small,acceptable
253,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,Northern pintail,wild,large,acceptable
254,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,americana,American wigeon,wild,large,acceptable
255,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,bahamensis,White-cheeked pintail,unknown,large,low
256,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,clypeata,Northern shoveler,wild,medium,acceptable
257,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,crecca,Green-winged teal,wild,medium,acceptable
258,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,cyanoptera,Cinnamon teal,wild,medium,acceptable
259,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,discors,Blue-winged teal,wild,large,acceptable
260,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,fulvigula,Mottled duck,captivity,small,acceptable
261,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,laysanensis,Laysan duck,wild,small,acceptable
262,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,penelope,Eurasian wigeon,wild,medium,acceptable
263,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Mallard,unknown,medium,acceptable
264,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,querquedula,Garganey,wild,medium,acceptable
265,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,rubripes,American black duck,wild,large,acceptable
266,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,strepera,Gadwall,unknown,medium,acceptable
267,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,albifrons,Greater white-fronted goose,captivity,medium,acceptable
268,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,anser,Greylag goose,captivity,large,high
269,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,brachyrhynchus,Pink-footed goose,wild,medium,acceptable
270,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,fabalis,Bean goose,wild,medium,acceptable
271,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Lesser scaup,wild,large,acceptable
272,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,americana,Redhead,wild,large,acceptable
273,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris,Ring-necked duck,wild,large,acceptable
274,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ferina,Common pochard,wild,medium,acceptable
275,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,fuligula,Tufted duck,wild,medium,acceptable
276,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,marila,Greater scaup,wild,large,acceptable
277,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,valisineria,Canvasback,wild,large,acceptable
278,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,bernicla,Brent goose,wild,large,acceptable
279,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,canadensis,Canada goose,unknown,medium,acceptable
280,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,hutchinsii,Cackling goose,wild,medium,acceptable
281,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,leucopsis,Barnacle goose,wild,medium,acceptable
282,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,sandvicensis,Hawaiian goose,wild,medium,acceptable
283,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,albeola,Bufflehead,wild,medium,acceptable
284,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,clangula,Common goldeneye,wild,medium,acceptable
285,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,islandica,Barrow's goldeneye,wild,medium,acceptable
286,Animalia,Chordata,Aves,Anseriformes,Anatidae,Callonetta,leucophrys,Ringed teal,unknown,medium,low
287,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cereopsis,novaehollandiae,Cape barren goose,captivity,medium,acceptable
288,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,caerulescens,Snow goose,wild,large,acceptable
289,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,canagica,Emperor goose,wild,small,acceptable
290,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,rossii,Ross's goose,wild,large,acceptable
291,Animalia,Chordata,Aves,Anseriformes,Anatidae,Clangula,hyemalis,Oldsquaw,wild,small,acceptable
292,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,atratus,Black swan,unknown,medium,low
293,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,buccinator,Trumpeter swan,captivity,small,acceptable
294,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,columbianus,Tundra swan,wild,medium,acceptable
295,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,cygnus,Whooper swan,wild,medium,acceptable
296,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,olor,Mute swan,captivity,large,acceptable
297,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,autumnalis,Black-bellied whistling duck,wild,small,acceptable
298,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,bicolor,Fulvous whistling duck,wild,small,questionable
299,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,viduata,White-faced whistling duck,captivity,large,acceptable
300,Animalia,Chordata,Aves,Anseriformes,Anatidae,Histrionicus,histrionicus,Harlequin duck,wild,medium,acceptable
301,Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,cucullatus,Hooded merganser,captivity,medium,acceptable
302,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,fusca,White-winged scoter,wild,medium,acceptable
303,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,nigra,Black scoter,wild,medium,acceptable
304,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,perspicillata,Surf scoter,wild,tiny,acceptable
305,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergellus,albellus,Smew,wild,medium,acceptable
306,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,merganser,Common merganser,wild,medium,acceptable
307,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,serrator,Red-breasted merganser,wild,small,acceptable
308,Animalia,Chordata,Aves,Anseriformes,Anatidae,Netta,rufina,Red-crested pochard,wild,medium,acceptable
309,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,australis,Blue-billed duck,captivity,medium,acceptable
310,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,jamaicensis,Ruddy duck,wild,medium,acceptable
311,Animalia,Chordata,Aves,Anseriformes,Anatidae,Plectropterus,gambensis,Spur-winged goose,captivity,medium,acceptable
312,Animalia,Chordata,Aves,Anseriformes,Anatidae,Polysticta,stelleri,Steller's eider,wild,medium,acceptable
313,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,fischeri,Spectacled eider,wild,medium,questionable
314,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,mollissima,Common eider,wild,medium,acceptable
315,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,spectabilis,King eider,wild,small,questionable
316,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,tadorna,Common shelduck,wild,medium,acceptable
317,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aeronautes,saxatalis,White-throated swift,wild,medium,acceptable
318,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,apus,Common swift,wild,medium,acceptable
319,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,melba,Alpine swift,wild,medium,acceptable
320,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,pelagica,Chimney swift,wild,large,acceptable
321,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,vauxi,Vaux's swift,unknown,small,low
322,Animalia,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,niger,Black swift,wild,medium,acceptable
323,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,violiceps,Violet-crowned hummingbird,wild,medium,acceptable
324,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,yucatanensis,Buff-bellied hummingbird,wild,medium,acceptable
325,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,alexandri,Black-chinned hummingbird,wild,small,acceptable
326,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,colubris,Ruby-throated hummingbird,wild,small,acceptable
327,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,lucifer,Lucifer hummingbird,wild,medium,acceptable
328,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,anna,Anna's hummingbird,wild,tiny,acceptable
329,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,costae,Costa's hummingbird,unknown,medium,acceptable
330,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,latirostris,Broad-billed hummingbird,wild,medium,acceptable
331,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Eugenes,fulgens,Magnificent hummingbird,wild,medium,acceptable
332,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,clemenciae,Blue-throated hummingbird,unknown,medium,acceptable
333,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lamprolaima,rhami,Garnet-throated hummingbird,wild,medium,acceptable
334,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,platycercus,Broad-tailed hummingbird,unknown,medium,acceptable
335,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,rufus,Rufous hummingbird,wild,small,acceptable
336,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,sasin,Allen's hummingbird,unknown,small,low
337,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,calliope,Calliope hummingbird,wild,tiny,acceptable
338,Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,australis,Brown kiwi,captivity,small,acceptable
339,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros,bicornis,Great hornbill,captivity,medium,acceptable
340,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Bycanistes,subcylindricus,Grey-cheeked hornbill,captivity,medium,acceptable
341,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Ceratogymna,atrata,Black-casqued hornbill,captivity,small,acceptable
342,Animalia,Chordata,Aves,Bucerotiformes,Bucorvidae,Bucorvus,leadbeateri,Southern ground hornbill,captivity,medium,acceptable
343,Animalia,Chordata,Aves,Bucerotiformes,Upupidae,Upupa,epops,Eurasian hoopoe,wild,medium,acceptable
344,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,carolinensis,Chuck-will's-widow,wild,medium,acceptable
345,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,europaeus,Eurasian nightjar,wild,medium,acceptable
346,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,ruficollis,Red-necked nightjar,wild,medium,acceptable
347,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,vociferus,Whip-poor-will,wild,tiny,acceptable
348,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,Common nighthawk,wild,small,acceptable
349,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Phalaenoptilus,nuttallii,Common poorwill,unknown,small,low
350,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,bennetti,Dwarf cassowary,captivity,tiny,acceptable
351,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,casuarius,Southern cassowary,captivity,small,questionable
352,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,unappendiculatus,Northern cassowary,captivity,small,acceptable
353,Animalia,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,novaehollandiae,Emu,captivity,large,acceptable
354,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,cristatella,Crested auklet,wild,medium,acceptable
355,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,pusilla,Least auklet,wild,medium,acceptable
356,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,pygmaea,Whiskered auklet,wild,medium,acceptable
357,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,torda,Razorbill,wild,small,acceptable
358,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,marmoratus,Marbled murrelet,wild,medium,acceptable
359,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,columba,Pigeon guillemot,wild,medium,acceptable
360,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,grylle,Black guillemot,wild,small,acceptable
361,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cerorhinca,monocerata,Rhinoceros auklet,wild,small,acceptable
362,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Fratercula,arctica,Atlantic puffin,wild,small,acceptable
363,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Ptychoramphus,aleuticus,Cassin's auklet,wild,medium,acceptable
364,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus,antiquus,Ancient murrelet,unknown,small,low
365,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus,hypoleucus,Xantus' murrelet,wild,medium,acceptable
366,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,aalge,Common murre,wild,large,acceptable
367,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,lomvia,Thick-billed murre,wild,medium,acceptable
368,Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,oedicnemus,Eurasian thick-knee,wild,medium,acceptable
369,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,alexandrinus,Snowy plover,wild,medium,acceptable
370,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,dubius,Little ringed plover,wild,medium,acceptable
371,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,hiaticula,Common ringed plover,wild,medium,acceptable
372,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,melodus,Piping plover,wild,medium,acceptable
373,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,montanus,Mountain plover,wild,medium,acceptable
374,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,morinellus,Eurasian dotterel,wild,medium,acceptable
375,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus,Semipalmated plover,wild,small,acceptable
376,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,vociferus,Killdeer,wild,small,acceptable
377,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,apricaria,European golden-plover and greater golden-plover,wild,medium,acceptable
378,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,dominica,American golden plover,wild,small,questionable
379,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,fulva,Pacific golden-plover,wild,small,acceptable
380,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,squatarola,Black-bellied plover,wild,medium,acceptable
381,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,armatus,Blacksmith lapwing,captivity,medium,acceptable
382,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,spinosus,Spur-winged lapwing,wild,medium,acceptable
383,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,vanellus,Northern lapwing,wild,medium,acceptable
384,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,bachmani,Black oystercatcher,wild,tiny,acceptable
385,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,ostralegus,Eurasian oystercatcher,wild,medium,acceptable
386,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,palliatus,American oystercatcher,wild,small,acceptable
387,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,minutus,Black noddy,wild,medium,acceptable
388,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,stolidus,Noddy tern,wild,medium,acceptable
389,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,niger,Black tern,wild,tiny,acceptable
390,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,genei,Slender-billed gull,wild,medium,acceptable
391,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,Black-headed gull,wild,medium,acceptable
392,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon,nilotica,Gull-billed tern,wild,small,acceptable
393,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gygis,alba,Fairy tern,wild,medium,acceptable
394,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydrocoloeus,minutus,Little gull,wild,medium,acceptable
395,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,caspia,Caspian tern,wild,medium,acceptable
396,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,audouinii,Audouin's gull,wild,medium,acceptable
397,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,ichthyaetus,Great black-headed gull,unknown,small,low
398,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,melanocephalus,Mediterranean gull,wild,medium,acceptable
399,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larosterna,inca,Inca tern,captivity,large,acceptable
400,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,argentatus,Herring gull,unknown,medium,acceptable
401,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,cachinnans,Caspian gull,wild,medium,acceptable
402,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,californicus,California gull,wild,medium,acceptable
403,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,canus,Mew gull,wild,medium,acceptable
404,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,delawarensis,Ring-billed gull,wild,medium,acceptable
